"","OBJECTID","FS_UNIT_NA","FS_UNIT_ID","PHYSIOGNOM","USGS_ANDER","USGS_AND_1","LOCAL_ANDE","SAF_COVER_","SRM_COVER_","NVCS_CLASS","NVCS_SUBCL","NVCS_FORMA","NVCS_DIVIS","NVCS_MACRO","NVCS_GROUP","NVCS_ALLIA","NVCS_ASSOC","CULTURAL_C","CULTURAL_S","CULTURAL_F","CULTURAL_1","CULTURAL_G","CULTURAL_2","CULTURAL_T","CULTURAL_3","NVCS_LEGAC","AGGREGATIO","REGIONAL_D","REG_DOMINA","TOTAL_VEGE","TREE_CFA_C","TREE_CFA_V","SHRUB_CFA_","SHRUB_CFA1","CONIFER_CF","HARDWOOD_C","HERBACEOUS","OS_TREE_DI","OS_TREE__1","OS_TREE__2","REGIONAL_1","HARDWOOD_1","TREE_CFA_1","OS_TREE__3","OS_TREE__4","OS_TREE__5","REGIONAL_2","HERBACEO_1","SHRUB_CF_1","LOCAL_CLAS","LOCAL_CL_1","LOCAL_CL_2","LOCAL_CL_3","LOCAL_CL_4","LOCAL_CL_5","LOCAL_OS_T","LOCAL_OS_1","LOCAL_OS_2","MAP_UPDATE","UPDATE_COM","SOURCE_DAT","SOURCE_D_1","SOURCE_D_2","REV_DATE","DATA_SOURC","ACCURACY","ECOREGION_","ECOREGION1","ECOREGIO_1","ECOREGIO_2","ECOREGIO_3","CALVEGZONE","TILE","COVERTYPE","R05_DATA_S","CAUSE_DATE","PROD","CANOPYSTRU","REFORESTAT","ORIGIN_YEA","CWHR_LIFEF","CWHR_TYPE","CWHR_SIZE","CWHR_DENSI","SOURCE_D_3","CON_CFA","HDW_CFA","SHB_CFA","TOTAL_TREE","OS_TREE__6","OS_TREE__7","ORIG_FID","combined_c","tree_shrub","prefire","postfire","centroid_l","Shape_Leng","Shape_Area","random_sor","dnbr_0006_20070925","ndmi_2006","flow_accumulation"
"707","708",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"25",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","CON","TM","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","5","S","1997/08/28","15",NA,NA,"15","25",NA,"3652","_20_","20_","75_100","25_75","34.7165937468971, -119.803484477848",1310.00136246,38200.0099207,0.60974,0.272892072119496,0.175562623574597,43
"708","709",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","25",NA,NA,"25","15",NA,"3653","_20_","20_","25_75","25_75","34.6988650382501, -119.661540298964",370.611061634,5623.15152089,0.462936,0.186918428965977,0.242521701870775,12
"709","710",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","25",NA,NA,"25","15",NA,"3653","_20_","20_","25_75","25_75","34.7075341773871, -119.787318506965",570.001627202,7725.00524001,0.321414,0.0953669100999832,0.0740012280810549,93
"710","711",NA,NA,NA,"4","44",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H","MP",NA,NA,"20",0,NA,0,"20",NA,NA,"15",0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"FI",NA,2010,7,1,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","CON","NAIP","2007/09/02","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/07/01","25",NA,NA,"25","15",NA,"3653","_20_","20_","75_100","75_100","34.7093495176732, -119.80161171986",859.999940941,17600.0139211,0.744305,0.108163098990917,0.151268795450764,349
"711","712",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","1997/08/28","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/08/23","25","05",NA,"35","15","15","3945","_20_","40_","75_100","75_100","34.7080144592395, -119.609149392333",1099.99925266,10750.0044679,0.205335,0.260393447109631,0.388724191812388,884
"712","713",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","1997/08/28","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/08/23","15","35",NA,"55","15","15","3946","_20_","40_","75_100","75_100","34.7014243500843, -119.597788395628",390.000319632,4800.0042049,0.0832686,0.0680280725161235,0.435578075117435,379
"713","714",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","1997/08/28","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/08/23","25","05",NA,"35","25","15","3947","_20_","40_","25_75","25_75","34.7065907065038, -119.603884909702",380.000518063,6249.9948424,0.0519918,0.218052486578623,0.40757339154202,161
"714","715",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/08/23","15","25",NA,"45","25","15","3948","_20_","40_","1_25","1_25","34.7084821556714, -119.613612399965",1100.00105492,34475.0075763,0.701985,0.294141530990601,0.405023897813379,970
"715","716",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","1997/08/28","P",NA,NA,0,"WHR_CON","SMC","4","M","2010/08/23","25","15",NA,"45","15","15","3949","_20_","40_","75_100","75_100","34.6984660410086, -119.591667156069",799.999938211,15650.0103013,0.524436,0.184496761196189,0.361503745914711,2096
"716","717",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","20","20","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","1997/08/28","P",NA,NA,0,"WHR_CON","SMC","4","M","2010/08/23","25","15",NA,"45","15","15","3949","_20_","40_","75_100","75_100","34.7077520373784, -119.608112736255",929.998644619,20125.0019112,0.0655729,0.0794737894426693,0.323896004190739,1668
"717","718",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"25",0,NA,"QC","01","01","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_CON","SMC","4","P","2010/08/23","25","05",NA,"35","25","07","3950","_20_","40_","25_75","25_75","34.7022943668461, -119.597358528416",1089.99955295,20225.0057352,0.728851,0.14168517427011,0.278897993564098,468
"718","719",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/08/23","15","35",NA,"55","15","15","3951","_20_","40_","75_100","75_100","34.6962771708381, -119.620500136424",1870.00058931,22549.9900353,0.369332,0.3739000701386,0.451236465786478,13782
"719","720",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/08/23","15","35",NA,"55","15","15","3951","_20_","40_","75_100","75_100","34.6997241091748, -119.622449761205",1139.99955466,28500.0141617,0.828018,0.404298228602256,0.483308143067112,7407
"720","721",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_MIX","MHC","4","M","2010/08/23","15","35",NA,"55","15","15","3951","_20_","40_","25_75","25_75","34.7091254655713, -119.618344156424",840.000441421,17800.0164404,0.527981,0.107855655645069,0.257791227686089,310
"721","722",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","45",NA,"65","15","15","3952","_20_","80_","75_100","75_100","34.6976054651094, -119.619634868673",780.001638722,15350.0090248,0.599333,0.279368683695793,0.493284309433433,10262
"722","723",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","45",NA,"65","15","15","3952","_20_","80_","25_75","25_75","34.7050095519327, -119.591562611641",684.332050726,9407.06284512,0.603219,0.204678697718514,0.459270909070966,353
"723","724",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","45",NA,"65","15","15","3952","_20_","80_","25_75","25_75","34.7099163333216, -119.618187797729",1240.00056102,15449.9936044,0.246731,0.0853561990790897,0.386938079066085,1966
"724","725",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","45",NA,"65","15","15","3952","_20_","80_","75_100","75_100","34.7337003107778, -119.611512985285",1219.99865858,11925.0006457,0.285374,0.358210329826062,0.277114631003957,1461
"725","726",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","55",NA,"75","15","15","3953","_20_","80_","0","0","34.705376080831, -119.595660965744",820.000739329,19874.9956361,0.689183,0.160463796555996,0.422829801112077,2873
"726","727",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","55",NA,"75","15","15","3953","_20_","80_","1_25","1_25","34.7065774593183, -119.597696126646",830.002139949,18600.0043966,0.676856,0.198146347488676,0.446102099364313,3217
"727","728",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"15",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","55",NA,"75","15","15","3953","_20_","80_","25_75","25_75","34.7167541516222, -119.613558944382",840.000340344,11100.0094882,0.988363,0.124016408409391,0.370151715753683,1596
"728","729",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"40",0,NA,0,"40",NA,NA,"15",0,NA,"QC","20","20","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","1997/08/28","P",NA,NA,0,"WHR_CON","SMC","4","M","2010/08/23","35","15",NA,"55","15","07","3954","_40_","40_","75_100","75_100","34.708581139617, -119.611800088909",609.999829008,14250.0055375,0.162156,0.164821410880369,0.458973753131904,432
"729","730",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","80","80","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_MIX","MHC","4","D","2010/08/23","25","65",NA,"95","25","07","3955","_20_","80_","75_100","75_100","34.7134053413057, -119.618379696157",440.00082094,4475.00399215,0.581388,0.0465191304683685,0.486855257308007,3224
"730","731",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","45",NA,"65","25","15","3956","_20_","80_","25_75","25_75","34.7037874065657, -119.581778195537",1009.99784811,13174.9957512,0.239769,0.438340189059575,0.386393527171478,13735
"731","732",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","55",NA,"75","25","15","3957","_20_","80_","25_75","25_75","34.7029104520349, -119.581394284938",759.9986362,13099.9934944,0.867975,0.323050012191137,0.407027492224533,13446
"732","733",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","55",NA,"75","25","15","3957","_20_","80_","25_75","25_75","34.7068448250838, -119.591101374176",1529.99767315,20575.0117691,0.633693,0.265483854959408,0.415998511546127,9265
"733","734",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","55",NA,"75","25","15","3957","_20_","80_","1_25","1_25","34.7070041324639, -119.596318716968",1159.99995548,15249.9978837,0.781147,0.480660450809142,0.376929817838579,6570
"734","735",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","55",NA,"75","25","15","3957","_20_","80_","1_25","1_25","34.7087913205129, -119.601102435478",1129.99935398,24425.0090175,0.735572,0.125563323497772,0.482642240386059,3340
"735","736",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","55",NA,"75","25","15","3957","_20_","80_","25_75","25_75","34.7112144452102, -119.605167298985",699.99973329,11875.0061932,0.0250332,0.142564483483632,0.432672091478702,6697
"736","737",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","55",NA,"75","25","15","3957","_20_","80_","1_25","1_25","34.7099305325751, -119.599644180994",1459.99716971,15500.0042245,0.539572,0.185193645603517,0.458064499133408,4668
"737","738",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_MIX","MHC","4","D","2010/08/23","25","55",NA,"85","25","15","3958","_20_","80_","1_25","1_25","34.7100495834628, -119.610932659263",749.997237539,10750.0008141,0.721676,0.125857358629053,0.425148782989109,1736
"738","739",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_MIX","MHC","4","D","2010/08/23","25","55",NA,"85","25","15","3958","_20_","80_","25_75","25_75","34.7097531739663, -119.601617207864",1099.99905236,17224.9991384,0.541248,0.242879111142386,0.437525381133711,3882
"739","740",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_MIX","MHC","4","D","2010/08/23","25","55",NA,"85","25","15","3958","_20_","80_","25_75","25_75","34.7129115654384, -119.603572013278",2129.99940243,37924.9923477,0.71176,0.174982579691069,0.445934502685506,9137
"740","741",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_MIX","MHC","4","D","2010/08/23","25","55",NA,"85","25","15","3958","_20_","80_","1_25","1_25","34.7142012026972, -119.618049999595",800.001038942,10500.0043804,0.456755,0.0982439884772668,0.446018767289879,429
"741","742",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","30",0,"200","260","M262","M262B","M262Ba","7","48","MIX","DNC","2010/08/23","P",NA,NA,0,"WHR_MIX","MHC","4","D","2010/08/23","25","55",NA,"85","25","15","3958","_20_","80_","0","0","34.7227651196161, -119.624324996239",1269.99916222,15425.0135964,0.733996,0.055582442704369,0.449214149742308,2997
"742","743",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","15",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,2010,8,23,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM","1997/08/28","P",NA,NA,0,"WHR_HDW","MHW","4","D","2010/08/23","15","45",NA,"65","25","15","3959","_20_","80_","75_100","75_100","34.7023966842947, -119.598383370115",520.000724727,7350.00526577,0.425322,0.108298384481006,0.323176335474278,1340
"743","744",NA,NA,NA,"4","43",NA,"243","004","C01","S15","F008","D192","M023","G344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G","MP",NA,NA,"80",0,NA,0,"20",NA,NA,"25",0,NA,"QC","40","40","07",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,"AC",NA,1997,8,28,"2010/08/16","31",0,"200","260","M262","M262B","M262Ba","7","48","MIX","TM",NA,"P",NA,NA,0,"WHR_HDW","MHW","4","D","1997/08/28","15","55",NA,"75","25","07","3960","_20_","80_","25_75","25_75","34.7011605070138, -119.640669397595",1399.99876686,36425.0151327,0.26516,0.0729853913187981,0.444201362812824,923
